Name,Team,Pos,mlbam,Age,Draft,Highest Level,B/T,Hgt/Wgt,Rank,Avg,Athletic,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Roundup,Fantasy Six Pack,Fantrax HQ,Imaginary Brick Wall,Just Baseball,MLB Pipeline,NBC Sports,Pitcher List,Prospect 361,Prospects Live,Razzball,Roto- Baller,Roto- Prospects,Rotowire,TJStats,Upside Prospect
"Janek, Walker",HOU,C,801075,23.5,2024 #28,A+,R/R,"6'0"" 190",338,252.84,168,Paywall,Paywall,150,150,Paywall,178,165,150,150,Paywall,343,308,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Urbina, Jose",TB,P,808520,20.4,2023 FA,A+,R/R,"6'3"" 180",340,253.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,449,267,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Flewelling, Nathan",TB,C,807083,19.4,2024 #94,A+,L/R,"6'2"" 200",341,253.16,106,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,318,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Quick, Riley",MIN,P,804981,21.9,2025 #36,,R/R,"6'6"" 255",342,253.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,287,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lodise, Alex",ATL,SS,822676,22.0,2025 #60,A+,R/R,"6'1"" 190",343,253.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,468,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Nunez, Angel",CIN,OF,836585,17.0,2026 FA,,L/L,"5'10"" 160",344,254.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,359,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Mendez, Miguel",SD,P,700280,23.7,2021 FA,AA,R/R,"6'2"" 165",345,254.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,284,150,150,150,129,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Henderson, Ixan",STL,P,809100,24.2,2023 #245,AA,L/L,"6'2"" 200",345,254.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,450,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Harrison, Trevor",TB,P,807314,20.6,2023 #156,A+,R/R,"6'4"" 225",347,254.88,106,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,207,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bennett, Jake",BOS,P,687562,25.3,2022 #45,AA,L/L,"6'6"" 234",348,254.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,476,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Stevenson, Luke",SEA,C,806233,21.7,2025 #35,A,L/R,"6'1"" 200",349,256.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,299,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Montilla, Franyerber",DET,SS,800508,20.9,2022 FA,A,S/R,"6'0"" 160",350,257.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,266,380,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Montero, Edgar",ATH,SS,815911,19.3,2024 FA,R,S/R,"6'2"" 190",351,257.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,274,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Espino, Daniel",CLE,P,682982,25.2,2019 #24,AAA,R/R,"6'2"" 225",351,257.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,257,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bodine, Caden",TB,C,805207,22.3,2025 #30,A,S/R,"5'10"" 200",351,257.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,298,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hardin, Tyson",MIL,P,824620,24.3,2024 #365,AA,R/R,"6'2"" 185",354,257.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,319,510,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Harmon, Landon",WAS,P,816102,19.5,2025 #80,,R/R,"6'5"" 190",355,257.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,226,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Baez, Jesus",STL,SS,800305,21.1,2022 FA,A+,R/R,"5'10"" 180",356,257.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,330,374,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Linan, Sean",WAS,P,800344,21.4,2022 FA,A+,R/R,"6'0"" 185",357,257.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,174,404,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Harrington, Thomas",PIT,P,802419,24.7,2022 #36,MLB,R/R,"6'2"" 185",358,258.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,328,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Morlando, PJ",MIA,OF,703563,20.9,2024 #16,A,L/R,"6'3"" 198",359,258.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,320,344,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lugo, Joswa",LAA,SS,815915,19.2,2024 FA,R,R/R,"6'3"" 187",360,259.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,421,376,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Compton, Brandon",MIA,OF,703680,22.4,2025 #46,A+,L/L,"6'1"" 225",361,260.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,352,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Morales, Yohandy",WAS,3B,691002,24.5,2023 #40,AAA,R/R,"6'3"" 225",362,260.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,285,371,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sinnard, Luke",ATL,P,820827,23.4,2024 #99,A+,R/R,"6'8"" 250",363,260.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,299,480,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hampton, Chase",NYY,P,694633,24.6,2022 #190,AA,R/R,"6'2"" 220",364,261.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,337,413,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Yorke, Nick",PIT,2B,694377,24.0,2020 #17,MLB,R/R,"6'0"" 210",365,262.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,355,528,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gill Hill, Gary",TB,P,804541,21.5,2022 #194,A+,R/R,"6'2"" 160",366,262.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,258,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Meccage, Bryce",MIL,P,815501,20.0,2024 #57,A,R/R,"6'4"" 210",367,262.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,482,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gregory-Alford, Trey",LAA,P,807281,19.9,2024 #322,A,R/R,"6'5"" 235",368,262.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,481,475,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Dorchies, Ethan",MIL,P,828475,19.4,2024 #305,A,R/R,"6'5"" 215",369,263.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,534,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Watson, Will",NYM,P,814492,23.4,2024 #203,AA,R/R,"6'1"" 180",370,263.12,168,Paywall,Paywall,96,150,Paywall,300,165,150,150,Paywall,900,477,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rosario, Alfonsin",TEX,OF,806210,21.8,2023 #176,AA,R/R,"6'2"" 222",371,263.52,168,Paywall,Paywall,150,150,Paywall,183,165,150,150,Paywall,221,273,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"James, Coy",WAS,SS,815983,19.1,2025 #142,,R/R,"6'0"" 185",372,263.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,361,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Morabito, Nick",NYM,OF,703492,22.9,2022 #75,AA,R/R,"5'10"" 185",373,264.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Black, Tyler",MIL,3B,672012,25.7,2021 #33,MLB,L/R,"6'1"" 199",374,264.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,318,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lawlar, Jordan",ARI,SS,691783,23.7,2021 #6,MLB,R/R,"6'0"" 190",375,265.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,21,30,150,150,150,225,Paywall,150,27,45,Paywall,Paywall,150,Paywall
"Mathis, Cole",CHC,3B,695573,22.7,2024 #54,A,R/R,"6'1"" 210",376,265.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,358,541,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Arguelles, Cristian",COL,OF,821692,18.7,2024 FA,R,L/L,"6'0"" 177",377,266.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,184,505,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Susac, Daniel",SF,C,691740,24.9,2022 #19,AAA,R/R,"6'4"" 218",378,268.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,301,313,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Belyeu, Max",COL,OF,803284,22.3,2025 #74,A+,L/R,"6'2"" 215",379,268.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,455,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Ebel, Brady",MIL,SS,815816,18.7,2025 #32,A,L/R,"6'3"" 195",380,269.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,332,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Ramirez, Pedro",CHC,2B,699393,22.0,2021 FA,AA,S/R,"5'9"" 165",380,269.64,168,Paywall,Paywall,150,150,Paywall,198,165,150,150,Paywall,900,422,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rosario, Elian",TEX,OF,836589,17.5,2026 FA,,R/R,"6'2"" 195",382,269.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,358,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Watson, Aaron",CIN,P,826209,19.2,2025 #51,,R/R,"6'5"" 205",383,270.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,296,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Luna, Emanuel",STL,OF,836587,17.2,2026 FA,,R/R,"6'2"" 204",384,270.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,358,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rodriguez, Raudi",LAA,OF,804558,22.7,2023 #564,A,R/R,"6'0"" 190",385,270.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,415,515,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Watts-Brown, Juaron",BAL,P,695033,24.1,2023 #89,AA,R/R,"6'3"" 190",386,270.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,479,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Neville, Mason",CIN,OF,702563,22.2,2025 #114,A,L/L,"6'3"" 210",387,271.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,409,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"German, Marconi",WAS,SS,829699,18.5,2025 FA,R,S/R,"5'10"" 170",388,271.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,231,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Jordan, Dylan",LAA,P,813335,20.4,2024 #143,A,R/R,"6'3"" 205",389,272.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,272,559,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Mayer, Bryce",HOU,P,809343,24.1,2024 #493,AA,R/R,"6'3"" 210",390,272.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,406,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cabrera, Yeremy",WAS,OF,800393,20.7,2022 FA,A,L/L,"5'11"" 155",391,272.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,341,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Forcucci, Ryan",HOU,P,801573,23.3,2024 #101,,R/R,"6'3"" 205",391,272.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,463,414,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Thornton, Zach",NYM,P,804267,24.2,2023 #159,AA,L/L,"6'3"" 170",393,272.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,345,439,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Curet, Yoniel",PHI,P,692414,23.4,2019 FA,AAA,R/R,"6'2"" 250",394,273.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,295,524,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Guzman, Denzer",LAA,SS,694203,22.1,2021 FA,MLB,R/R,"6'1"" 190",395,273.36,168,Paywall,Paywall,150,150,Paywall,112,165,150,150,Paywall,294,321,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Jordan, Blaze",STL,1B,691458,23.3,2020 #89,AAA,R/R,"6'0"" 220",396,273.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,465,370,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Jones, Brendan",MIA,OF,800957,23.9,2024 #361,AA,L/L,"5'10"" 180",397,273.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,420,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Slawinski, Johnny",LAA,P,828989,19.1,2025 #79,,L/L,"6'3"" 180",398,274.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,402,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Franklin, Tanner",STL,P,815119,21.8,2025 #72,A+,R/R,"6'5"" 225",399,274.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,407,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"De Los Santos, Deyvison",MIA,3B,691277,22.8,2019 FA,AAA,R/R,"6'1"" 185",400,275.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,293,311,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Thompson, J.D.",MIL,P,702505,22.5,2025 #59,,R/L,"6'0"" 199",401,275.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,452,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"De La Cruz, Wilfri",BAL,SS,829043,18.5,2025 FA,R,S/R,"6'2"" 170",402,276.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,383,495,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"DeMartini, Carson",PHI,SS,701831,23.2,2024 #130,AA,L/R,"6'0"" 197",403,277.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,407,392,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Leiter, Cam",LAD,P,804942,22.2,2025 #65,,R/R,"6'5"" 234",404,278.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,325,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hartshorn, Josiah",CHC,OF,815824,19.1,2025 #181,,S/L,"6'2"" 220",404,278.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,432,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Stafura, Sammy",PIT,SS,806230,21.4,2023 #43,A+,R/R,"6'0"" 188",406,278.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,200,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Roccaforte, Carson",KC,OF,811287,24.0,2023 #66,AA,L/L,"5'11"" 195",407,278.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,542,339,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Turley, Gavin",ATH,OF,702504,22.4,2025 #110,A,R/R,"6'1"" 196",408,278.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,411,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Tunink, Brendan",LAD,OF,815665,20.5,2024 #250,A,L/L,"6'1"" 185",409,279.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,456,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Perez, Junior",ATH,OF,678577,24.7,2017 FA,AAA,R/R,"6'0"" 165",410,280.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Schubart, Nolan",CLE,OF,702278,21.9,2025 #101,A,L/R,"6'5"" 223",411,280.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,436,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Dalis, Wilder",COL,SS,815195,19.7,2023 FA,A,S/R,"6'0"" 172",411,280.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,394,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Godbout, Henry",BOS,SS,804995,22.4,2025 #75,A+,R/R,"6'2"" 190",413,281.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,448,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Torres, Stharlin",CIN,P,820941,19.8,2024 FA,R,R/R,"6'0"" 182",414,281.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,478,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Coret, Maykel",TB,OF,829044,18.5,2025 FA,R,R/R,"6'4"" 187",415,281.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,385,502,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Aracena, Wellington",ARI,P,800286,21.2,2022 FA,A+,R/R,"6'3"" 180",416,281.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,440,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rijo, Juan",SEA,OF,836591,17.6,2026 FA,,L/L,"6'1"" 188",417,282.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,506,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Petersen, Sam",WAS,OF,695763,23.2,2024 #230,A+,R/R,"6'0"" 200",418,282.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,545,442,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Braun, Lucas",ATL,P,814351,24.6,2023 #189,AAA,R/R,"6'0"" 185",419,282.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,271,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Acevedo, Jose Luis",BAL,SS,836593,17.3,2026 FA,,R/R,"6'1"" 164",420,282.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,463,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Blanco, Tony Jr.",PIT,OF,703156,20.9,2022 FA,A,R/R,"6'7"" 243",421,282.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,336,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bloss, Jake",TOR,P,814005,24.8,2023 #99,MLB,R/R,"6'3"" 223",422,282.76,168,Paywall,Paywall,150,150,Paywall,300,108,150,150,Paywall,262,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rosario, Kala'i",MIN,OF,693850,23.7,2020 #158,AA,R/R,"6'0"" 205",423,283.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,516,340,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Fisher, Matthew",PHI,P,832455,20.0,2025 #221,,R/R,"6'3"" 200",424,283.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,437,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Southisene, Tate",ATL,SS,816111,19.5,2025 #22,A,R/R,"5'11"" 180",425,284.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,398,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rodriguez, Elorky",TEX,OF,829069,18.2,2025 FA,R,L/R,"5'10"" 175",426,284.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,520,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lodise, Kyle",CHW,SS,827517,22.4,2025 #76,A+,R/R,"5'11"" 180",427,284.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,334,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Wells, Levi",BAL,P,687723,27.7,2020 #109,A,R/R,"5'11"" 185",428,285.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Kayfus, C.J.",CLE,1B,692216,24.4,2023 #93,MLB,L/L,"6'0"" 192",429,285.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,104,150,150,150,225,Paywall,150,150,81,Paywall,Paywall,150,Paywall
"Castillo, Yolfran",TEX,SS,815931,19.1,2024 FA,A,R/R,"6'3"" 165",430,286.04,168,Paywall,Paywall,150,150,Paywall,300,70,150,150,Paywall,211,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"West, Aidan",LAD,SS,828140,18.9,2025 #135,,L/R,"6'2"" 205",430,286.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,301,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Azocar, Enddy",BOS,OF,821150,19.1,2024 FA,A,R/R,"6'2"" 168",432,287.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Kasevich, Josh",TOR,SS,688460,25.2,2022 #60,AAA,R/R,"6'1"" 200",433,287.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,199,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Burkholder, Griffin",PHI,OF,816120,20.6,2024 #63,A,R/R,"6'1"" 195",434,287.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,488,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Martinez, Liomar",MIA,P,801737,20.8,2022 FA,A,R/R,"6'2"" 165",435,288.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,487,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Ricardo, Yandel",KC,SS,815902,19.4,2024 FA,A,S/R,"6'1"" 180",436,288.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,382,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Vidourek, Landyn",LAD,OF,811716,22.4,2025 #104,A,L/R,"6'1"" 192",437,289.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,399,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Kinney, Cooper",TB,2B,695692,23.2,2021 #34,AA,L/R,"6'1"" 200",438,289.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,283,561,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Curley, Dean",CLE,SS,806053,21.9,2025 #64,A,R/R,"6'3"" 218",439,290.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,408,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Antunez, Wuilfredo",CLE,OF,686404,23.9,2019 FA,AA,L/R,"6'1"" 193",440,291.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,409,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Arias, Robert",CLE,OF,815897,19.5,2024 FA,R,L/L,"6'1"" 168",441,292.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,348,356,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cespedes, Yoeilin",BOS,SS,806985,20.5,2023 FA,A,R/R,"5'8"" 181",442,292.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,364,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Wolkow, George",CHW,OF,805804,20.2,2023 #209,A,L/R,"6'7"" 239",443,293.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,521,343,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Dotel, Wilber",PIT,P,696062,23.5,2020 FA,AA,R/R,"6'3"" 178",444,293.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
